;Name;Overview;Platform;Year_of_Release;Genre;Publisher;Global_players;Critic_Score;User_Score;Developer;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
145;Homefront;"Homefront (Línea de fuego en Hispanoamérica; El protector en España) es una película de acción dirigida por Gary Fleder y escrita por Sylvester Stallone.
 Protagonistas: Jason Statham; ‎James Franco‎;";X360;2011.0;Shooter;THQ;1.45;70.0;6.0;Kaos Studios;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
146;Red Dead Revolver;La trama de Red Dead Revolver se sitúa a finales de los años 1880 en el lejano Oeste y su protagonista es Red Harlow. que tiene que vengar la muerte de sus;PS2;2004.0;Shooter;Take-Two Interactive;1.45;73.0;7.8;Rockstar San Diego;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
147;Sonic Rivals;Sonic Rivals es un videojuego desarrollado por Backbone Entertainment en exclusiva para la videoconsola portátil PSP. Con unos gráficos pseudo-3D.;PSP;2006.0;Racing;Sega;1.42;64.0;7.8;Backbone Entertainment;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
148;Sonic Advance 3;Sonic Advance 3 es un videojuego desarrollado por SEGA en 2004 para la plataforma portátil Game Boy Advance. Este juego es el tercero de la serie Sonic que;GBA;2004.0;Platform;THQ;1.4;79.0;8.4;Dimps Corporation;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
149;Ryse: Son of Rome;"Ryse: Son of Rome es un videojuego desarrollado por Crytek que fue lanzado el 22 de noviembre de 2013 para la consola Xbox One.
 Modos de juego: Un jugador. ‎multijugador‎
 Director(es): Cevat Yerli
 Motor: CryEngine Cuarta Generación
 Idioma(s): inglés
 ‎Argumento · ‎Sistema de juego · ‎Desarrollo · ‎Recepción";XOne;2013.0;Action;Microsoft Game Studios;1.38;60.0;6.1;Crytek;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
150;Metroid Prime 2: Echoes;Metroid Prime 2: Echoes (Metroid Prime 2: Dark Echoes en Japón) es un juego de aventura en primera persona desarrollado por Retro Studios y distribuido por;GC;2004.0;Shooter;Nintendo;1.33;92.0;8.8;Retro Studios;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
151;Transformers;Transformers es una película de acción y ciencia ficción comercial estadounidense de 2007 basada en la línea de juguetes de Transformers y creada para la;PS2;2004.0;Shooter;Atari;1.29;75.0;8.6;Melbourne House;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
152;Assassin's Creed: Rogue;"Assassin's Creed: Rogue es un videojuego de acción-aventura y sigilo de ficción histórica. desarrollado por Ubisoft Sofia y publicado por Ubisoft.
 Formato(s): distribución digital; descarga digital‎
 Género(s): Acción-aventura; ‎Sigilo‎
 Distribuidora(s): Ubisoft
 Fecha(s) de lanzamiento: PS3. X360: NA 11 de";PS3;2014.0;Action;Ubisoft;1.29;72.0;7.5;Ubisoft Sofia;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
153;The Sims 2: Nightlife;"Nightlife — The Sims 2: Nightlife is the second expansion pack for The Sims 2. released in North America on September 13. 2005.
 Release: Windows; September 13. 2005; mac";PC;2005.0;Simulation;Electronic Arts;1.27;76.0;6.6;Maxis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
154;.hack//Infection Part 1;In .hack//Infection. Kite's friend Orca invites him to play The World. In the first dungeon they visit. they encounter a girl in white. Aura.;PS2;2002.0;Role-Playing;Atari;1.27;75.0;8.5;CyberConnect2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
155;Valkyria Chronicles;Valkyria Chronicles también conocido en Japón como Battlefield Valkyria: Gallian Chronicles (戦場のヴァルキュリア -Gallian Chronicles- .Senjō no Varukyuria;PS3;2008.0;Role-Playing;Sega;1.27;86.0;8.6;Sega;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
156;Sonic Adventure DX: Director's Cut;Sonic Adventure DX: Director's Cut — Sonic Adventure DX: Director's Cut (ソニックアドベンチャー デラックス. Sonikku Adobenchā Derakkusu) es un;GC;2003.0;Platform;Sega;1.27;57.0;7.9;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
157;NBA Live 2001;NBA Live 2001 is the 2001 installment of the NBA Live video games series. The cover features Kevin Garnett as a member of the Minnesota Timberwolves and in;PS;2000.0;Sports;Electronic Arts;1.25;86.0;8.0;EA Sports;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
158;Black;«Black» es una de las canciones más populares del grupo Pearl Jam y forma parte del álbum Ten. Es una de las piezas centrales del álbum y de las más;PS2;2006.0;Shooter;Electronic Arts;1.25;79.0;8.4;Criterion Games;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;T
159;NBA 2K2;NBA 2K2 is a sports video game developed by Visual Concepts and published by Sega for Dreamcast. PlayStation 2. Xbox and GameCube. NBA 2K2 featured more;PS2;2002.0;Sports;Sega;1.22;89.0;7.8;Visual Concepts;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
160;Cars;Cars (titulada Cars: Una aventura sobre ruedas en Hispanoamérica) es una película de animación por computadora de 2006. producida por Pixar Animation;PS2;2006.0;Racing;THQ;1.21;71.0;8.4;Rainbow Studios;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
161;Bayonetta;Bayonetta tiene lugar en Vigrid. una ciudad ficticia en Europa. El personaje principal (con la voz de Hellena Taylor) es una bruja que cambia de forma y usa;PS3;2009.0;Action;Sega;1.21;87.0;7.7;Nex Entertainment;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;M
162;The Lord of the Rings: The Fellowship of the Ring;The Lord of the Rings: The Fellowship of the Ring is a 2001 epic fantasy adventure film directed by Peter Jackson. based on the 1954 novel The Fellowship of;PS2;2002.0;Action;Black Label Games;1.2;59.0;5.1;Surreal Software;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
163;NHL 2002;NHL 2002 is a video game released by EA Sports in 2001. It is the predecessor to NHL 2003. The game's cover man is Pittsburgh Penguins superstar and owner;PS2;2001.0;Sports;Electronic Arts;1.2;92.0;8.5;EA Sports;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
164;Shenmue;Shenmue (莎木 o シェンムー) es un videojuego para Dreamcast que fue lanzado en 1999 en Japón y en el 2000 en Estados Unidos por SEGA y su grupo AM#2.;DC;1999.0;Adventure;Sega;1.18;88.0;9.4;Sega AM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;T
165;One Piece: Pirate Warriors;One Piece: Pirate Warriors (ワンピース: 海賊無双. Wan Pisu: Kaizoku Muso) es un videojuego para la consola PlayStation 3 basado en el popular manganime One;PS3;2012.0;Action;Namco Bandai Games;1.18;64.0;6.5;Omega Force;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;M
166;Gun;"GUN o Gun puede referirse a: GUN. un videojuego de 2005 desarrollado por Neversoft y distribuido por Activision;; GUN Records. una discográfica alemana.";PS2;2005.0;Shooter;Activision;1.17;77.0;8.7;Neversoft Entertainment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
167;Sniper: Ghost Warrior;“Sniper Ghost Warrior: Contracts finds the fine line between action arcade and sniper simulation.”;X360;2010.0;Shooter;City Interactive;1.16;45.0;5.8;City Interactive;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;M
168;Sonic Rush Adventure;Sonic Rush Adventure es la continuación del videojuego Sonic Rush. el cual fue creado por SEGA para la consola Nintendo DS.;DS;2007.0;Platform;Sega;1.15;78.0;8.2;Dimps Corporation;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
169;Shadow of the Colossus;Lista de colosos[editar] · Valus. Minotaurus Colossus (Coloso Minotauro) · Quadratus. Taurus Magnus (Gran Toro) · Gaius. Terrestris Veritas (Verdad de la Tierra);PS2;2005.0;Action;Sony Computer Entertainment;1.14;91.0;9.1;SCE Japan Studio;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
170;Brave Fencer Musashi;"Brave Fencer Musashi (ブレイヴフェンサー 武蔵伝 Bureivu Fensā Musashiden. literalmente en castellano ""Valiente Esgrimista: La Leyenda de Musashi"") es un";PS;1998.0;Role-Playing;SquareSoft;1.14;81.0;8.5;SquareSoft;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
171;Mobile Suit Gundam: Federation vs. Zeon;Mobile Suit Gundam: Federation vs. Zeon. known in Japan as Kidō Senshi Gundam: Renpō vs. Zeon. is a 2001 arcade video game based on the anime television;PS2;2001.0;Simulation;Atari;1.14;73.0;8.8;Capcom;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
172;Fantasy Life;"Fantasy Life (ファンタジーライフ. Fantajī Raifu) es un videojuego de rol co-desarrollado por 1-UP Studio y Level-5 para la consola Nintendo 3DS.
 ‎Modo de juego · ‎Profesiones · ‎Fantasy Life Link";3DS;2012.0;Role-Playing;Nintendo;1.13;73.0;8.6;Level 5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
173;Rabbids Go Home;Rabbids Go Home. titulado en España como Rabbids: ¡¡Mi Caaasa!!. es un videojuego de plataformas desarrollado y publicado por Ubisoft para las consolas Wii;Wii;2009.0;Platform;Ubisoft;1.12;78.0;8.3;Ubisoft Montpellier;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
174;Yakuza 3;Yakuza 3 (龍が如く3. Ryū ga Gotoku 3) es un videojuego de rol de acción. aventuras y lucha. desarrollado y publicado por Sega en exclusiva para el sistema;PS3;2009.0;Action;Sega;1.12;79.0;8.1;Ryu ga Gotoku Studios;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;M
175;Persona 4: Golden;13 jun 2020 — A coming of age story that sets the protagonist and his friends on a journey kickstarted by a chain of serial murders. Explore meeting kindred;PSV;2012.0;Role-Playing;Atlus;1.12;93.0;9.2;Atlus;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
176;Plants vs. Zombies;REQUIERE XBOX LIVE GOLD. DE VENTA POR SEPARADO. Hay un nuevo lanzamiento en la franquicia de Plants vs. Zombies Garden Warfare. Chécalo para descubrir las;DS;2011.0;Strategy;Mastertronic;1.1;81.0;7.4;TOSE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
177;GRID;GRID Autosport ofrece una amplísima trayectoria y pilotos virtuales mejorados. recupera la vista de cámara interior y pone a tu alcance los cochazos de;PS3;2008.0;Racing;Codemasters;1.1;87.0;8.1;Codemasters;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;T
178;Project CARS;Project CARS is the ultimate driver journey! Guided. tested. and approved by a passionate community of racing fans and real-life drivers. Project CARS;PS4;2015.0;Racing;Slightly Mad Studios;1.09;83.0;6.6;Slightly Mad Studios;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
179;Sonic and the Black Knight;Sonic y el Caballero Negro (ソニックと暗黒の騎士. Sonikku to Ankoku no Kishi) es un videojuego de la serie Sonic the Hedgehog. sacado exclusivamente para la;Wii;2009.0;Platform;Sega;1.09;54.0;6.9;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
180;Sonic Free Riders;Sonic Free Riders (ソニック フリーライダーズ Sonikku Furī Raidāzu)es un videojuego de carrera de la serie Sonic the Hedgehog. Es el tercer videojuego de la;X360;2010.0;Racing;Sega;1.09;47.0;2.1;Sega;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
181;Dante's Inferno;Dante's Inferno (en español El Infierno de Dante) es un videojuego de acción perteneciente al género secundario hack and slash desarrollado por Visceral;PS3;2010.0;Action;Electronic Arts;1.08;75.0;7.5;Visceral Games;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
182;Prince of Persia;Prince of Persia (traducido como «Príncipe de Persia») es una serie de videojuegos de plataformas iniciada en 1989. Su éxito se debe a la notable fluidez de;PS3;2008.0;Action;Ubisoft;1.07;85.0;7.3;Ubisoft Montreal;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
183;Lightning Returns: Final Fantasy XIII;El jugador controla directamente al personaje Lightning a través de una perspectiva en tercera persona para interactuar con la gente. objetos y los NPC a través;PS3;2013.0;Role-Playing;Square Enix;1.07;66.0;5.9;Square Enix;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
184;Hulk;Hulk (llamado La Masa o El Hombre Increíble en muchas de las traducciones al español) es un personaje ficticio. un superhéroe que aparece en los cómics;PS2;2003.0;Action;Universal Interactive;1.06;71.0;8.3;Radical Entertainment;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
185;Darksiders;Es un grupo mediadores entre el Cielo y el Infierno que atribuyen a Guerra el rápido inicio del Apocalipsis y la destrucción final de la Tierra. Ellos son quien;X360;2010.0;Action;THQ;1.06;83.0;7.9;Vigil Games;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
186;DiRT;The Dirt es una película biográfica estadounidense de drama y comedia dirigida por Jeff Tremaine a partir de un guion de Rich Wilkes. sobre la banda de glam;PS3;2007.0;Racing;Codemasters;1.05;83.0;8.0;Codemasters;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
187;EA Sports UFC;EA Sports UFC es un videojuego de artes marciales mixtas desarrollado conjuntamente entre EA Canada y SkyBox Labs. y distribuido por EA Sports para;PS4;2014.0;Sports;Electronic Arts;1.05;70.0;6.1;EA Sports;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
188;Brink;Brink is an immersive first-person shooter that blends single-player. co-op. and multiplayer gameplay into one seamless experience. allowing you to develop;X360;2011.0;Shooter;Bethesda Softworks;1.03;68.0;5.8;Splash Damage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
189;Street Fighter Alpha 3;Street Fighter Alpha 3 es un videojuego de peleas 1 vs 1. que es la tercera parte de la sub-saga alpha a su vez de la saga Street Fighter.;PS;1998.0;Fighting;Virgin Interactive;1.03;93.0;8.5;Capcom;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;M
190;Harry Potter and the Prisoner of Azkaban;Harry Potter y el prisionero de Azkaban (título original en inglés. Harry Potter and the Prisoner of Azkaban) es la tercera película de la serie Harry;PS2;2004.0;Action;Electronic Arts;1.02;70.0;8.7;EA Games;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;M
191;God of War: Ghost of Sparta;"God of War: Ghost of Sparta es un videojuego de acción-aventura en tercera persona desarrollado por Ready at Dawn Studios y SCE Santa Monica Studio.
 Modos de juego: Un jugador
 Formato(s): UMD DL; ‎BD-ROM DL‎
 Requisitos: Ver lista1.80 GB (descargado) y ve";PSP;2010.0;Action;Sony Computer Entertainment;1.0;86.0;8.4;Ready at Dawn;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;M
192;NFL Fever 2002;NFL Fever 2002 is an American football video game published and developed by Microsoft Game Studios. It was released on November 15. 2001 as a launch title;XB;2000.0;Sports;Microsoft Game Studios;0.99;79.0;8.5;Microsoft Game Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
193;Apollo Justice: Ace Attorney;Apollo Justice: Ace Attorney (逆転裁判4. Gyakuten Saiban 4) es un videojuego para la consola Nintendo DS. secuela de Phoenix Wright: Ace Attorney: Trials;DS;2007.0;Adventure;Capcom;0.99;78.0;8.1;Capcom;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;T
194;NHL 2004;NHL 2004. developed by the EA Black Box studios. is an ice hockey video game. It is the successor to NHL 2003. The game adds three European Elite Leagues:;PS2;2003.0;Sports;Electronic Arts;0.97;85.0;7.6;EA Sports;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
195;Evolve;Evolve es la nueva generación de juegos de disparos multijugador que ofrece una acción adrenalínica 4 contra 1. Un monstruo controlado por el jugador debe;PS4;2015.0;Shooter;Take-Two Interactive;0.96;76.0;4.3;Turtle Rock Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
196;NHL 2001;NHL 2001 es un videojuego de hockey lanzado por Electronic Arts en el 2000. Es el sucesor de NHL 2000. El complemento Elitserien fue lanzado el 8 de marzo;PS2;2000.0;Sports;Electronic Arts;0.96;85.0;8.1;EA Sports;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
197;de Blob;De Blob (stylized as de BLOB) is a puzzle-platform game. Players explore and liberate an alien city from the evil. monochromatic INKT Corporation that has;Wii;2008.0;Platform;THQ;0.96;82.0;8.6;Blue Tongue Entertainment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
198;Shinobi;Los orígenes de los shinobi. otra palabra utilizada para referirse a este grupo militar. son inciertos. aunque su antecedente más preciso se encuentra en;PS2;2002.0;Platform;Sony Computer Entertainment;0.96;71.0;7.9;Overworks;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
199;Sniper Elite V2;Sniper Elite V2 is an award-winning and authentic World War II sniping experience. You are elite US sniper Karl Fairburne. Parachuted into Berlin amidst the;PS3;2012.0;Shooter;505 Games;0.96;70.0;6.9;Rebellion;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
